event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Birth with unspecified outcome,ICD9CMP,656.91,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition",C0157136,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,654.12,"Tumors of body of uterus, delivered, with mention of postpartum complication",C0157014,"Tumors of body of uterus, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,665.72,"Pelvic hematoma, delivered with mention of postpartum complication",C0157377,"Pelvic haematoma, delivered with postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,654.11,"Tumors of body of uterus, delivered, with or without mention of antepartum condition",C0157013,"Tumors of body of uterus, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,656.71,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition",C0157128,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,652.2,Breech presentation without mention of version,C0006158,"Breech presentation, delivery, no version (procedure)",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,649.71,"Cervical shortening, delivered, with or without mention of antepartum condition",C2349585,"Cervical shortening, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,661.11,"Secondary uterine inertia, delivered, with or without mention of antepartum condition",C0157243,"Secondary uterine inertia, with delivery",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,665.41,"High vaginal laceration, delivered, with or without mention of antepartum condition",C0157364,"High vaginal laceration, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.91,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition",C0157485,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,656.51,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",C0157121,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.90,"Unspecified complication of labor and delivery, unspecified as to episode of care or not applicable",C0157484,"Unspecified complication of labor and delivery, unspecified as to episode of care or not applicable",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,665.4,High vaginal laceration during and after labor,C0157362,High vaginal laceration during and after labor,narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,661.01,"Primary uterine inertia, delivered, with or without mention of antepartum condition",C0157240,"Primary uterine inertia, with delivery",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,656.61,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",C0157125,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,661.21,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition",C0157246,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.93,"Unspecified complication of labor and delivery, antepartum condition or complication",C0157487,"Unspecified complication of labor and delivery, antepartum condition or complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,665.44,"High vaginal laceration, postpartum condition or complication",C0157365,"High vaginal laceration, postpartum",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.92,"Unspecified complication of labor and delivery, delivered, with mention of postpartum complication",C0157486,"Unspecified complication of labor and delivery, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.82,"Other complications of labor and delivery, delivered, with mention of postpartum complication",C0157481,"Other complications of labor and delivery, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.81,"Other complications of labor and delivery, delivered, with or without mention of antepartum condition",C0157480,"Other complications of labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.10,"Second-degree perineal laceration, unspecified as to episode of care or not applicable",C0157317,"Second-degree perineal laceration, unspecified as to episode of care or not applicable",exclude,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,674.53,"Peripartum cardiomyopathy, antepartum condition or complication",C1260430,"Peripartum cardiomyopathy, antepartum condition or complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,663.8,Other umbilical cord complications during labor and delivery,C0157303,Other umbilical cord complications during labor and delivery,narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,663.91,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157309,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,663.9,Unspecified umbilical cord complication during labor and delivery,C0157307,Umbilical cord complication during labor and delivery,narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,673.12,"Amniotic fluid embolism, delivered, with mention of postpartum complication",C0157549,"Amniotic fluid embolism, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,643.01,"Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition",C0156693,"Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,643.11,"Hyperemesis gravidarum with metabolic disturbance, delivered, with or without mention of antepartum condition",C0156697,"Hyperemesis gravidarum with metabolic disturbance, delivered",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,668.12,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication",C0157422,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,668.11,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition",C0157421,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,674.52,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition",C1260429,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,674.51,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition",C1260428,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.22,"Maternal hypotension syndrome, delivered, with mention of postpartum complication",C0157458,"Maternal hypotension syndrome, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.21,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition",C0157457,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.11,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition",C0157452,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.10,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable",C0157451,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.1,Shock during or following labor and delivery,C0157450,Shock during AND/OR following labor AND/OR delivery,narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.54,"Vulvar and perineal hematoma, postpartum condition or complication",C0157335,"Vulvar and perineal hematoma, postpartum condition or complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,660.31,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition",C0157213,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.51,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition",C0157334,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.13,"Shock during or following labor and delivery, antepartum condition or complication",C0157454,"Shock during or following labor and delivery, antepartum condition or complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.5,Vulvar and perineal hematoma during delivery,C0157332,Vulval and perineal hematoma during delivery,narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.12,"Shock during or following labor and delivery, delivered, with mention of postpartum complication",C0157453,"Shock during or following labor and delivery, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.02,"Maternal distress complicating labor and delivery, delivered, with mention of postpartum complication",C0157447,"Maternal distress, with delivery, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,669.01,"Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157446,"Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,673.82,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication",C0157567,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,657.01,"Polyhydramnios, delivered, with or without mention of antepartum condition",C0375434,"Polyhydramnios, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,673.81,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition",C0157566,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.24,"Third-degree perineal laceration, postpartum condition or complication",C0157323,"Third-degree perineal laceration, postpartum",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,664.20,"Third-degree perineal laceration, unspecified as to episode of care or not applicable",C0157321,"Third-degree perineal laceration, unspecified as to episode of care or not applicable",exclude,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,671.31,"Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition",C0157514,"Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,642.42,"Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication",C0156666,"Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,642.41,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition",C0156665,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition",narrow,,P,BirthNarrowBUNSP,PrA
Birth with unspecified outcome,ICD9CMP,642.50,"Severe pre-eclampsia, unspecified as to episode of care or not applicable",C0156669,"Severe pre-eclampsia, unspecified as to episode of care or not applicable",narrow,,P,BirthNarrowBUNSP,PrA
