event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Birth classified as narrow,ICD10,O71.89,Other specified obstetric trauma,"","",narrow,P,BirthNarrow,PrA,O71.89
Birth classified as narrow,ICD10,O71.9,Obstetric trauma- unspecified,"","",narrow,P,BirthNarrow,PrA,O71.9
Birth classified as narrow,ICD10,O73,Retained placenta and membranes- without haemorrhage,C0157404,Retained placenta or membranes- without haemorrhage,narrow,P,BirthNarrow,PrA,O73
Birth classified as narrow,ICD10,O73.0,Retained placenta without haemorrhage,C0269905,Retained placenta- without hemorrhage,narrow,P,BirthNarrow,PrA,O73.0
Birth classified as narrow,ICD10,O73.1,Retained portions of placenta and membranes- without haemorrhage,C0157408,Retained portions of placenta AND-OR membranes without hemorrhage,narrow,P,BirthNarrow,PrA,O73.1
Birth classified as narrow,ICD10,O74.0,Aspiration pneumonitis due to anaesthesia during labor and delivery - Aspiration pneumonitis due to anesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.0
Birth classified as narrow,ICD10,O74.1,Other pulmonary complications of anesthesia during labor and delivery - Other pulmonary complications of anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.1
Birth classified as narrow,ICD10,O74.2,Cardiac complications of anesthesia during labor and delivery - Cardiac complications of anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.2
Birth classified as narrow,ICD10,O74.3,Central nervous system complications of anaesthesia during labor and delivery - Central nervous system complications of anesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.3
Birth classified as narrow,ICD10,O74.4,Toxic reaction to local anesthesia during labor and delivery - Toxic reaction to local anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.4
Birth classified as narrow,ICD10,O74.5,Spinal and epidural anaesthesia-induced headache during labor and delivery - Spinal and epidural anesthesia-induced headache during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.5
Birth classified as narrow,ICD10,O74.6,Other complications of spinal and epidural anesthesia during labor and delivery - Other complications of spinal and epidural anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.6
Birth classified as narrow,ICD10,O74.7,Failed or difficult intubation during labor and delivery - Failed or difficult intubation for anesthesia during labor and delivery,"","",possible,P,BirthNarrow,PrA,O74.7
Birth classified as narrow,ICD10,O74.8,Other complications of anaesthesia during labor and delivery - Other complications of anesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.8
Birth classified as narrow,ICD10,O74.9,Complication of anesthesia during labor and delivery- unspecified - Complication of anaesthesia during labor and delivery- unspecified,"","",narrow,P,BirthNarrow,PrA,O74.9
Birth classified as narrow,ICD10,O75.0,Maternal distress during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.0
Birth classified as narrow,ICD10,O75.1,Shock during or following labour and delivery,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,BirthNarrow,PrA,O75.1
Birth classified as narrow,ICD10,O75.2,Pyrexia during labor- not elsewhere classified,"","",narrow,P,BirthNarrow,PrA,O75.2
Birth classified as narrow,ICD10,O75.3,Other infection during labor,"","",narrow,P,BirthNarrow,PrA,O75.3
Birth classified as narrow,ICD10,O75.4,Other complications of obstetric surgery and procedures,"","",narrow,P,BirthNarrow,PrA,O75.4
Birth classified as narrow,ICD10,O75.5,Delayed delivery after artificial rupture of membranes,"","",narrow,P,BirthNarrow,PrA,O75.5
Birth classified as narrow,ICD10,O75.6,Delayed delivery after spontaneous or unspecified rupture of membranes,"","",narrow,P,BirthNarrow,PrA,O75.6
Birth classified as narrow,ICD10,O75.7,Vaginal delivery following previous caesarean section,"","",narrow,P,BirthNarrow,PrA,O75.7
Birth classified as narrow,ICD10,O75.8,Other specified complications of labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.8
Birth classified as narrow,ICD10,O75.81,Maternal exhaustion complicating labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.81
Birth classified as narrow,ICD10,O75.82,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section,"","",narrow,P,BirthNarrow,PrA,O75.82
Birth classified as narrow,ICD10,O75.89,Other specified complications of labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.89
Birth classified as narrow,ICD10,O75.9,Complication of labour and delivery- unspecified,C0269815,Complication of labor and delivery- unspecified,narrow,P,BirthNarrow,PrA,O75.9
Birth classified as narrow,ICD10,O77.0,Labor and delivery complicated by meconium in amniotic fluid,"","",narrow,P,BirthNarrow,PrA,O77.0
Birth classified as narrow,ICD10,O77.1,Fetal stress in labor or delivery due to drug administration,"","",narrow,P,BirthNarrow,PrA,O77.1
Birth classified as narrow,ICD10,O77.8,Labor and delivery complicated by other evidence of fetal stress,"","",narrow,P,BirthNarrow,PrA,O77.8
Birth classified as narrow,ICD10,O77.9,Labor and delivery complicated by fetal stress- unspecified,"","",narrow,P,BirthNarrow,PrA,O77.9
Birth classified as narrow,ICD10,O82.0,Delivery by elective caesarean section,"","",narrow,P,BirthNarrow,PrA,O82.0
Birth classified as narrow,ICD10,O82.1,Delivery by emergency caesarean section,"","",narrow,P,BirthNarrow,PrA,O82.1
Birth classified as narrow,ICD10,O82.2,Delivery by caesarean hysterectomy,"","",narrow,P,BirthNarrow,PrA,O82.2
Birth classified as narrow,ICD10,O82.8,Other single delivery by caesarean section,"","",narrow,P,BirthNarrow,PrA,O82.8
Birth classified as narrow,ICD10,O82.9,Delivery by caesarean section- unspecified,"","",narrow,P,BirthNarrow,PrA,O82.9
Birth classified as narrow,ICD10,O82.9,Delivery by caesarean section- unspecified,C0007876,Cesarean section,narrow,P,BirthNarrow,PrA,O82.9
Birth classified as narrow,ICD10,Z33.8,Planned birth,"","",narrow,P,BirthNarrow,PrA,Z33.8
Birth classified as narrow,ICD10,Z37.0,Single live birth,C1313895,Encounter due to single live birth,narrow,P,BirthNarrow,PrA,Z37.0
Birth classified as narrow,ICD10,Z37.2,Twins- both liveborn,C0481459,Encounter due to birth of twins- both live born,narrow,P,BirthNarrow,PrA,Z37.2
Birth classified as narrow,ICD10,Z37.60,Multiple births- unspecified- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.60
Birth classified as narrow,ICD10,Z37.61,Triplets- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.61
Birth classified as narrow,ICD10,Z37.62,Quadruplets- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.62
Birth classified as narrow,ICD10,Z37.63,Quintuplets- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.63
Birth classified as narrow,ICD10,Z37.64,Sextuplets- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.64
Birth classified as narrow,ICD10,Z37.69,Other multiple births- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.69
Birth classified as narrow,ICD10CM,O32.1,Maternal care for breech presentation,C0495202,"",narrow,P,BirthNarrow,PrA,O32.1
Birth classified as narrow,ICD10CM,O32.3,Maternal care for face- brow and chin presentation,C0495204,Maternal care for face- brow and chin presentation,narrow,P,BirthNarrow,PrA,O32.3
Birth classified as narrow,ICD10CM,O32.3XX0,Maternal care for face- brow and chin presentation- not applicable or unspecified,"","",narrow,P,BirthNarrow,PrA,O32.3XX0
Birth classified as narrow,ICD10CM,O32.3XX1,Maternal care for face- brow and chin presentation- fetus 1,"","",narrow,P,BirthNarrow,PrA,O32.3XX1
Birth classified as narrow,ICD10CM,O32.3XX2,Maternal care for face- brow and chin presentation- fetus 2,"","",narrow,P,BirthNarrow,PrA,O32.3XX2
Birth classified as narrow,ICD10CM,O32.3XX3,Maternal care for face- brow and chin presentation- fetus 3,"","",narrow,P,BirthNarrow,PrA,O32.3XX3
Birth classified as narrow,ICD10CM,O32.3XX4,Maternal care for face- brow and chin presentation- fetus 4,"","",narrow,P,BirthNarrow,PrA,O32.3XX4
Birth classified as narrow,ICD10CM,O32.3XX5,Maternal care for face- brow and chin presentation- fetus 5,"","",narrow,P,BirthNarrow,PrA,O32.3XX5
Birth classified as narrow,ICD10CM,O32.3XX9,Maternal care for face- brow and chin presentation- other fetus,"","",narrow,P,BirthNarrow,PrA,O32.3XX9
Birth classified as narrow,ICD10CM,O42.0,Premature ROM- onset of labor within 24 hours of rupture,C0495245,Prem rupture of membranes onset of labor within 24 hours,narrow,P,BirthNarrow,PrA,O42.0
Birth classified as narrow,ICD10CM,O42.00,Premature rupture of membranes- onset of labor within 24 hours of rupture- unspecified weeks of gestation,C0495245,Prem rupture of membranes onset of labor within 24 hours,narrow,P,BirthNarrow,PrA,O42.00
Birth classified as narrow,ICD10CM,O42.01,Preterm premature rupture of membranes- onset of labor within 24 hours of rupture,"","",narrow,P,BirthNarrow,PrA,O42.01
Birth classified as narrow,ICD10CM,O42.02,Full-term premature rupture of membranes- onset of labor within 24 hours of rupture,"","",narrow,P,BirthNarrow,PrA,O42.02
Birth classified as narrow,ICD10CM,O42.1,Premature rupture of membranes- onset of labor after 24 hours - Premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.1
Birth classified as narrow,ICD10CM,O42.10,Premature rupture of membranes- onset of labor more than 24 hours following rupture- unspecified weeks of gestation,"","",narrow,P,BirthNarrow,PrA,O42.10
Birth classified as narrow,ICD10CM,O42.11,Preterm premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.11
Birth classified as narrow,ICD10CM,O42.12,Full-term premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.12
Birth classified as narrow,ICD10CM,O42.2,Premature rupture of membranes- labor delayed by therapy,"","",narrow,P,BirthNarrow,PrA,O42.2
Birth classified as narrow,ICD10CM,O42.9,Premature rupture of membranes- unspecified,C0015944,Fetal Membranes- Premature Rupture,narrow,P,BirthNarrow,PrA,O42.9
Birth classified as narrow,ICD10CM,O42.90,Premature rupture of membranes- unspecified as to length of time between rupture and onset of labor- unspecified weeks of gestation,"","",narrow,P,BirthNarrow,PrA,O42.90
Birth classified as narrow,ICD10CM,O42.91,Preterm premature rupture of membranes- unspecified as to length of time between rupture and onset of labor,"","",narrow,P,BirthNarrow,PrA,O42.91
Birth classified as narrow,ICD10CM,O42.92,Full-term premature rupture of membranes- unspecified as to length of time between rupture and onset of labor,"","",narrow,P,BirthNarrow,PrA,O42.92
Birth classified as narrow,ICD10CM,O60.1,Preterm labor with preterm delivery,"","",narrow,P,BirthNarrow,PrA,O60.1
Birth classified as narrow,ICD10CM,O60.10,Preterm labor with preterm delivery- unspecified trimester,"","",narrow,P,BirthNarrow,PrA,O60.10
Birth classified as narrow,ICD10CM,O60.10X0,Preterm labor with preterm delivery- unspecified trimester- not applicable or unspecified,"","",narrow,P,BirthNarrow,PrA,O60.10X0
Birth classified as narrow,ICD10CM,O60.10X1,Preterm labor with preterm delivery- unspecified trimester- fetus 1,"","",narrow,P,BirthNarrow,PrA,O60.10X1
Birth classified as narrow,ICD10CM,O60.10X2,Preterm labor with preterm delivery- unspecified trimester- fetus 2,"","",narrow,P,BirthNarrow,PrA,O60.10X2
Birth classified as narrow,ICD10CM,O60.10X3,Preterm labor with preterm delivery- unspecified trimester- fetus 3,"","",narrow,P,BirthNarrow,PrA,O60.10X3
Birth classified as narrow,ICD10CM,O60.10X4,Preterm labor with preterm delivery- unspecified trimester- fetus 4,"","",narrow,P,BirthNarrow,PrA,O60.10X4
Birth classified as narrow,ICD10CM,O60.10X5,Preterm labor with preterm delivery- unspecified trimester- fetus 5,"","",narrow,P,BirthNarrow,PrA,O60.10X5
Birth classified as narrow,ICD10CM,O60.10X9,Preterm labor with preterm delivery- unspecified trimester- other fetus,"","",narrow,P,BirthNarrow,PrA,O60.10X9
Birth classified as narrow,ICD10CM,O60.12,Preterm labor second trimester with preterm delivery second trimester,"","",narrow,P,BirthNarrow,PrA,O60.12
Birth classified as narrow,ICD10CM,O60.12X0,Preterm labor second trimester with preterm delivery second trimester- not applicable or unspecified,"","",narrow,P,BirthNarrow,PrA,O60.12X0
Birth classified as narrow,ICD10CM,O60.12X1,Preterm labor second trimester with preterm delivery second trimester- fetus 1,"","",narrow,P,BirthNarrow,PrA,O60.12X1
Birth classified as narrow,ICD10CM,O60.12X2,Preterm labor second trimester with preterm delivery second trimester- fetus 2,"","",narrow,P,BirthNarrow,PrA,O60.12X2
Birth classified as narrow,ICD10CM,O60.12X3,Preterm labor second trimester with preterm delivery second trimester- fetus 3,"","",narrow,P,BirthNarrow,PrA,O60.12X3
Birth classified as narrow,ICD10CM,O60.12X4,Preterm labor second trimester with preterm delivery second trimester- fetus 4,"","",narrow,P,BirthNarrow,PrA,O60.12X4
Birth classified as narrow,ICD10CM,O60.12X5,Preterm labor second trimester with preterm delivery second trimester- fetus 5,"","",narrow,P,BirthNarrow,PrA,O60.12X5
Birth classified as narrow,ICD10CM,O60.12X9,Preterm labor second trimester with preterm delivery second trimester- other fetus,"","",narrow,P,BirthNarrow,PrA,O60.12X9
Birth classified as narrow,ICD10CM,O60.13,Preterm labor second trimester with preterm delivery third trimester,"","",narrow,P,BirthNarrow,PrA,O60.13
Birth classified as narrow,ICD10CM,O60.13X0,Preterm labor second trimester with preterm delivery third trimester- not applicable or unspecified,"","",narrow,P,BirthNarrow,PrA,O60.13X0
Birth classified as narrow,ICD10CM,O60.13X1,Preterm labor second trimester with preterm delivery third trimester- fetus 1,"","",narrow,P,BirthNarrow,PrA,O60.13X1
Birth classified as narrow,ICD10CM,O60.13X2,Preterm labor second trimester with preterm delivery third trimester- fetus 2,"","",narrow,P,BirthNarrow,PrA,O60.13X2
Birth classified as narrow,ICD10CM,O60.13X3,Preterm labor second trimester with preterm delivery third trimester- fetus 3,"","",narrow,P,BirthNarrow,PrA,O60.13X3
Birth classified as narrow,ICD10CM,O60.13X4,Preterm labor second trimester with preterm delivery third trimester- fetus 4,"","",narrow,P,BirthNarrow,PrA,O60.13X4
Birth classified as narrow,ICD10CM,O60.13X5,Preterm labor second trimester with preterm delivery third trimester- fetus 5,"","",narrow,P,BirthNarrow,PrA,O60.13X5
Birth classified as narrow,ICD10CM,O60.13X9,Preterm labor second trimester with preterm delivery third trimester- other fetus,"","",narrow,P,BirthNarrow,PrA,O60.13X9
Birth classified as narrow,ICD10CM,O60.14,Preterm labor third trimester with preterm delivery third trimester,"","",narrow,P,BirthNarrow,PrA,O60.14
Birth classified as narrow,ICD10CM,O60.14X0,Preterm labor third trimester with preterm delivery third trimester- not applicable or unspecified,"","",narrow,P,BirthNarrow,PrA,O60.14X0
Birth classified as narrow,ICD10CM,O60.14X1,Preterm labor third trimester with preterm delivery third trimester- fetus 1,"","",narrow,P,BirthNarrow,PrA,O60.14X1
Birth classified as narrow,ICD10CM,O60.14X2,Preterm labor third trimester with preterm delivery third trimester- fetus 2,"","",narrow,P,BirthNarrow,PrA,O60.14X2
Birth classified as narrow,ICD10CM,O60.14X3,Preterm labor third trimester with preterm delivery third trimester- fetus 3,"","",narrow,P,BirthNarrow,PrA,O60.14X3
Birth classified as narrow,ICD10CM,O60.14X4,Preterm labor third trimester with preterm delivery third trimester- fetus 4,"","",narrow,P,BirthNarrow,PrA,O60.14X4
Birth classified as narrow,ICD10CM,O60.14X5,Preterm labor third trimester with preterm delivery third trimester- fetus 5,"","",narrow,P,BirthNarrow,PrA,O60.14X5
Birth classified as narrow,ICD10CM,O60.14X9,Preterm labor third trimester with preterm delivery third trimester- other fetus,"","",narrow,P,BirthNarrow,PrA,O60.14X9
Birth classified as narrow,ICD10CM,O60.2,Term delivery with preterm labor,"","",narrow,P,BirthNarrow,PrA,O60.2
Birth classified as narrow,ICD10CM,O60.20,Term delivery with preterm labor- unspecified trimester,"","",narrow,P,BirthNarrow,PrA,O60.20
Birth classified as narrow,ICD10CM,O60.22,Term delivery with preterm labor- second trimester,"","",narrow,P,BirthNarrow,PrA,O60.22
