event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Birth classified as narrow,ICD10,Failed application of vacuum extractor and forceps- unspecified - Attempted application of vacuum extractor and forceps,"","",possible,P,BirthNarrow,PrA,O66.5,O66.5
Birth classified as narrow,ICD10,Failed attempted vaginal birth after previous cesarean delivery,"","",possible,P,BirthNarrow,PrA,O66.41,O66.41
Birth classified as narrow,ICD10,Failed induction of labour,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,O61,O61
Birth classified as narrow,ICD10,Failed induction of labour- unspecified,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,O61.9,O61.9
Birth classified as narrow,ICD10,Failed instrumental induction of labor,"","",possible,P,BirthNarrow,PrA,O61.1,O61.1
Birth classified as narrow,ICD10,Failed medical induction of labour,C0269808,Failed medical induction of labor,possible,P,BirthNarrow,PrA,O61.0,O61.0
Birth classified as narrow,ICD10,Failed or difficult intubation during labor and delivery - Failed or difficult intubation for anesthesia during labor and delivery,"","",possible,P,BirthNarrow,PrA,O74.7,O74.7
Birth classified as narrow,ICD10,Failed trial of labor- unspecified,"","",possible,P,BirthNarrow,PrA,O66.40,O66.40
Birth classified as narrow,ICD10,Failed trial of labor- unspecified - Failed trial of labor,"","",possible,P,BirthNarrow,PrA,O66.4,O66.4
Birth classified as narrow,ICD10,Fetal stress in labor or delivery due to drug administration,"","",narrow,P,BirthNarrow,PrA,O77.1,O77.1
Birth classified as narrow,ICD10,First degree perineal laceration during delivery,"","",narrow,P,BirthNarrow,PrA,O70.0,O70.0
Birth classified as narrow,ICD10,Fourth degree perineal laceration during delivery,"","",narrow,P,BirthNarrow,PrA,O70.3,O70.3
Birth classified as narrow,ICD10,Full-term premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.12,O42.12
Birth classified as narrow,ICD10,Full-term premature rupture of membranes- onset of labor within 24 hours of rupture,"","",narrow,P,BirthNarrow,PrA,O42.02,O42.02
Birth classified as narrow,ICD10,Full-term premature rupture of membranes- unspecified as to length of time between rupture and onset of labor,"","",narrow,P,BirthNarrow,PrA,O42.92,O42.92
Birth classified as narrow,ICD10,Hypertonic- incoordinate- and prolonged uterine contractions,"","",narrow,P,BirthNarrow,PrA,O62.4,O62.4
Birth classified as narrow,ICD10,Intrapartum haemorrhage with coagulation defect - Intrapartum hemorrhage with coagulation defect,"","",narrow,P,BirthNarrow,PrA,O67.0,O67.0
Birth classified as narrow,ICD10,Intrapartum hemorrhage- unspecified - Intrapartum haemorrhage- unspecified,"","",narrow,P,BirthNarrow,PrA,O67.9,O67.9
Birth classified as narrow,ICD10,Inversion of uterus,C0162482,Uterine Inversion,narrow,P,BirthNarrow,PrA,N85.5,N85.5
Birth classified as narrow,ICD10,Labor and delivery complicated by cord around neck- without compression,"","",narrow,P,BirthNarrow,PrA,O69.81,O69.81
Birth classified as narrow,ICD10,Labor and delivery complicated by fetal stress- unspecified,"","",narrow,P,BirthNarrow,PrA,O77.9,O77.9
Birth classified as narrow,ICD10,Labor and delivery complicated by meconium in amniotic fluid,"","",narrow,P,BirthNarrow,PrA,O77.0,O77.0
Birth classified as narrow,ICD10,Labor and delivery complicated by other cord complications,"","",narrow,P,BirthNarrow,PrA,O69.89,O69.89
Birth classified as narrow,ICD10,Labor and delivery complicated by other cord complications - Labour and delivery complicated by other cord complications,"","",narrow,P,BirthNarrow,PrA,O69.8,O69.8
Birth classified as narrow,ICD10,Labor and delivery complicated by other cord entanglement- with compression - Labour and delivery complicated by other cord entanglement- with compression,"","",narrow,P,BirthNarrow,PrA,O69.2,O69.2
Birth classified as narrow,ICD10,Labor and delivery complicated by other cord entanglement- without compression,"","",narrow,P,BirthNarrow,PrA,O69.82,O69.82
Birth classified as narrow,ICD10,Labor and delivery complicated by other evidence of fetal stress,"","",narrow,P,BirthNarrow,PrA,O77.8,O77.8
Birth classified as narrow,ICD10,Labor and delivery complicated by short cord - Labour and delivery complicated by short cord,"","",narrow,P,BirthNarrow,PrA,O69.3,O69.3
Birth classified as narrow,ICD10,Labour and delivery complicated by biochemical evidence of fetal stress,"","",narrow,P,BirthNarrow,PrA,O68.3,O68.3
Birth classified as narrow,ICD10,Labour and delivery complicated by cord around neck- with compression - Labor and delivery complicated by cord around neck- with compression,"","",narrow,P,BirthNarrow,PrA,O69.1,O69.1
Birth classified as narrow,ICD10,Labour and delivery complicated by cord complication- unspecified - Labor and delivery complicated by cord complication- unspecified,"","",narrow,P,BirthNarrow,PrA,O69.9,O69.9
Birth classified as narrow,ICD10,Labour and delivery complicated by fetal heart rate anomaly,"","",narrow,P,BirthNarrow,PrA,O68.0,O68.0
Birth classified as narrow,ICD10,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,"","",narrow,P,BirthNarrow,PrA,O68.2,O68.2
Birth classified as narrow,ICD10,Labour and delivery complicated by fetal stress- unspecified,"","",narrow,P,BirthNarrow,PrA,O68.9,O68.9
Birth classified as narrow,ICD10,Labour and delivery complicated by meconium in amniotic fluid,"","",narrow,P,BirthNarrow,PrA,O68.1,O68.1
Birth classified as narrow,ICD10,Labour and delivery complicated by other evidence of fetal stress,"","",narrow,P,BirthNarrow,PrA,O68.8,O68.8
Birth classified as narrow,ICD10,Labour and delivery complicated by prolapse of cord - Labor and delivery complicated by prolapse of cord,"","",narrow,P,BirthNarrow,PrA,O69.0,O69.0
Birth classified as narrow,ICD10,Labour and delivery complicated by vasa praevia - Labor and delivery complicated by vasa previa,"","",narrow,P,BirthNarrow,PrA,O69.4,O69.4
Birth classified as narrow,ICD10,Labour and delivery complicated by vascular lesion of cord - Labor and delivery complicated by vascular lesion of cord,"","",narrow,P,BirthNarrow,PrA,O69.5,O69.5
Birth classified as narrow,ICD10,Laceration of uterus- not elsewhere classified,"","",narrow,P,BirthNarrow,PrA,O71.81,O71.81
Birth classified as narrow,ICD10,Long labor- unspecified,"","",narrow,P,BirthNarrow,PrA,O63.9,O63.9
Birth classified as narrow,ICD10,Maternal care for breech presentation,C0495202,Maternal care for breech presentation,narrow,P,BirthNarrow,PrA,O32.1,O32.1
Birth classified as narrow,ICD10,Maternal care for face- brow and chin presentation,C0495204,Maternal care for face- brow and chin presentation,narrow,P,BirthNarrow,PrA,O32.3,O32.3
Birth classified as narrow,ICD10,Maternal distress during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.0,O75.0
Birth classified as narrow,ICD10,Maternal exhaustion complicating labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.81,O75.81
Birth classified as narrow,ICD10,Multiple births- unspecified- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.60,Z37.60
Birth classified as narrow,ICD10,Obstetric damage to pelvic joints and ligaments,"","",narrow,P,BirthNarrow,PrA,O71.6,O71.6
Birth classified as narrow,ICD10,Obstetric haematoma of pelvis,C0269895,Pelvic hematoma during delivery,narrow,P,BirthNarrow,PrA,O71.7,O71.7
Birth classified as narrow,ICD10,Obstetric high vaginal laceration alone - Obstetric high vaginal laceration,"","",narrow,P,BirthNarrow,PrA,O71.4,O71.4
Birth classified as narrow,ICD10,Obstetric laceration of cervix,"","",narrow,P,BirthNarrow,PrA,O71.3,O71.3
Birth classified as narrow,ICD10,Obstetric laceration of cervix,C0157358,Laceration of cervix - obstetric,narrow,P,BirthNarrow,PrA,O71.3,O71.3
Birth classified as narrow,ICD10,Obstetric laceration of cervix,C0157358,Laceration of cervix - obstetric,narrow,P,BirthNarrow,PrA,O71.3,O71.3
Birth classified as narrow,ICD10,Obstetric trauma- unspecified,"","",narrow,P,BirthNarrow,PrA,O71.9,O71.9
Birth classified as narrow,ICD10,Obstructed labor due to abnormality of maternal pelvic organs,"","",narrow,P,BirthNarrow,PrA,O65.5,O65.5
Birth classified as narrow,ICD10,Obstructed labor due to breech presentation,"","",narrow,P,BirthNarrow,PrA,O64.1,O64.1
Birth classified as narrow,ICD10,Obstructed labor due to brow presentation,"","",narrow,P,BirthNarrow,PrA,O64.3,O64.3
Birth classified as narrow,ICD10,Obstructed labor due to compound presentation,"","",narrow,P,BirthNarrow,PrA,O64.5,O64.5
Birth classified as narrow,ICD10,Obstructed labor due to deformed pelvis,"","",narrow,P,BirthNarrow,PrA,O65.0,O65.0
Birth classified as narrow,ICD10,Obstructed labor due to fetopelvic disproportion- unspecified,"","",narrow,P,BirthNarrow,PrA,O65.4,O65.4
Birth classified as narrow,ICD10,Obstructed labor due to generally contracted pelvis,"","",narrow,P,BirthNarrow,PrA,O65.1,O65.1
Birth classified as narrow,ICD10,Obstructed labor due to incomplete rotation of fetal head,"","",narrow,P,BirthNarrow,PrA,O64.0,O64.0
Birth classified as narrow,ICD10,Obstructed labor due to locked twins,"","",narrow,P,BirthNarrow,PrA,O66.1,O66.1
Birth classified as narrow,ICD10,Obstructed labor due to malposition and malpresentation- unspecified,"","",narrow,P,BirthNarrow,PrA,O64.9,O64.9
Birth classified as narrow,ICD10,Obstructed labor due to maternal pelvic abnormality- unspecified,"","",narrow,P,BirthNarrow,PrA,O65.9,O65.9
Birth classified as narrow,ICD10,Obstructed labor due to other abnormalities of fetus,"","",narrow,P,BirthNarrow,PrA,O66.3,O66.3
Birth classified as narrow,ICD10,Obstructed labor due to other malposition and malpresentation,"","",narrow,P,BirthNarrow,PrA,O64.8,O64.8
Birth classified as narrow,ICD10,Obstructed labor due to other maternal pelvic abnormalities,"","",narrow,P,BirthNarrow,PrA,O65.8,O65.8
Birth classified as narrow,ICD10,Obstructed labor due to other multiple fetuses,"","",narrow,P,BirthNarrow,PrA,O66.6,O66.6
Birth classified as narrow,ICD10,Obstructed labor due to pelvic inlet contraction,"","",narrow,P,BirthNarrow,PrA,O65.2,O65.2
Birth classified as narrow,ICD10,Obstructed labor due to pelvic outlet and mid-cavity contraction,"","",narrow,P,BirthNarrow,PrA,O65.3,O65.3
Birth classified as narrow,ICD10,Obstructed labor due to shoulder dystocia,"","",narrow,P,BirthNarrow,PrA,O66.0,O66.0
Birth classified as narrow,ICD10,Obstructed labor due to shoulder presentation,"","",narrow,P,BirthNarrow,PrA,O64.4,O64.4
Birth classified as narrow,ICD10,Obstructed labor due to unusually large fetus,"","",narrow,P,BirthNarrow,PrA,O66.2,O66.2
Birth classified as narrow,ICD10,Obstructed labor- unspecified,"","",narrow,P,BirthNarrow,PrA,O66.9,O66.9
Birth classified as narrow,ICD10,Obstructed labour due to face presentation,C0475557,Obstructed labor due to face presentation,narrow,P,BirthNarrow,PrA,O64.2,O64.2
Birth classified as narrow,ICD10,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section,"","",narrow,P,BirthNarrow,PrA,O75.82,O75.82
Birth classified as narrow,ICD10,Other abnormalities of forces of labor,"","",narrow,P,BirthNarrow,PrA,O62.8,O62.8
Birth classified as narrow,ICD10,Other complications of anaesthesia during labor and delivery - Other complications of anesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.8,O74.8
Birth classified as narrow,ICD10,Other complications of obstetric surgery and procedures,"","",narrow,P,BirthNarrow,PrA,O75.4,O75.4
Birth classified as narrow,ICD10,Other complications of spinal and epidural anesthesia during labor and delivery - Other complications of spinal and epidural anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.6,O74.6
Birth classified as narrow,ICD10,Other failed induction of labor,"","",possible,P,BirthNarrow,PrA,O61.8,O61.8
Birth classified as narrow,ICD10,Other infection during labor,"","",narrow,P,BirthNarrow,PrA,O75.3,O75.3
Birth classified as narrow,ICD10,Other intrapartum hemorrhage - Other intrapartum haemorrhage,"","",narrow,P,BirthNarrow,PrA,O67.8,O67.8
Birth classified as narrow,ICD10,Other multiple births- some liveborn,"","",narrow,P,BirthNarrow,PrA,Z37.69,Z37.69
Birth classified as narrow,ICD10,Other obstetric injury to pelvic organs,"","",narrow,P,BirthNarrow,PrA,O71.5,O71.5
Birth classified as narrow,ICD10,Other pulmonary complications of anesthesia during labor and delivery - Other pulmonary complications of anaesthesia during labor and delivery,"","",narrow,P,BirthNarrow,PrA,O74.1,O74.1
Birth classified as narrow,ICD10,Other single delivery by caesarean section,"","",narrow,P,BirthNarrow,PrA,O82.8,O82.8
Birth classified as narrow,ICD10,Other specified complications of labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.8,O75.8
Birth classified as narrow,ICD10,Other specified complications of labor and delivery,"","",narrow,P,BirthNarrow,PrA,O75.89,O75.89
Birth classified as narrow,ICD10,Other specified obstetric trauma,"","",narrow,P,BirthNarrow,PrA,O71.8,O71.8
Birth classified as narrow,ICD10,Other specified obstetric trauma,"","",narrow,P,BirthNarrow,PrA,O71.89,O71.89
Birth classified as narrow,ICD10,Other specified obstructed labor,"","",narrow,P,BirthNarrow,PrA,O66.8,O66.8
Birth classified as narrow,ICD10,Other specified trauma to perineum and vulva,"","",narrow,P,BirthNarrow,PrA,O71.82,O71.82
Birth classified as narrow,ICD10,Other uterine inertia,"","",narrow,P,BirthNarrow,PrA,O62.2,O62.2
Birth classified as narrow,ICD10,Perineal laceration during delivery,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,O70,O70
Birth classified as narrow,ICD10,Perineal laceration during delivery- unspecified,"","",narrow,P,BirthNarrow,PrA,O70.9,O70.9
Birth classified as narrow,ICD10,Perineal laceration during delivery- unspecified,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,O70.9,O70.9
Birth classified as narrow,ICD10,Planned birth,"","",narrow,P,BirthNarrow,PrA,Z33.8,Z33.8
Birth classified as narrow,ICD10,Precipitate labor,"","",narrow,P,BirthNarrow,PrA,O62.3,O62.3
Birth classified as narrow,ICD10,Premature rupture of membranes- labor delayed by therapy,"","",narrow,P,BirthNarrow,PrA,O42.2,O42.2
Birth classified as narrow,ICD10,Premature rupture of membranes- onset of labor after 24 hours - Premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.1,O42.1
Birth classified as narrow,ICD10,Premature rupture of membranes- onset of labor more than 24 hours following rupture- unspecified weeks of gestation,"","",narrow,P,BirthNarrow,PrA,O42.10,O42.10
Birth classified as narrow,ICD10,Premature rupture of membranes- onset of labor within 24 hours of rupture- unspecified weeks of gestation,C0495245,Prem rupture of membranes onset of labor within 24 hours,narrow,P,BirthNarrow,PrA,O42.00,O42.00
Birth classified as narrow,ICD10,Premature rupture of membranes- onset of labour within 24 hours,C0495245,Prem rupture of membranes onset of labor within 24 hours,narrow,P,BirthNarrow,PrA,O42.0,O42.0
Birth classified as narrow,ICD10,Premature rupture of membranes- unspecified as to length of time between rupture and onset of labor- unspecified weeks of gestation,"","",narrow,P,BirthNarrow,PrA,O42.90,O42.90
Birth classified as narrow,ICD10,Preterm labor second trimester with preterm delivery second trimester,"","",narrow,P,BirthNarrow,PrA,O60.12,O60.12
Birth classified as narrow,ICD10,Preterm labor second trimester with preterm delivery third trimester,"","",narrow,P,BirthNarrow,PrA,O60.13,O60.13
Birth classified as narrow,ICD10,Preterm labor third trimester with preterm delivery third trimester,"","",narrow,P,BirthNarrow,PrA,O60.14,O60.14
Birth classified as narrow,ICD10,Preterm labor with preterm delivery,"","",narrow,P,BirthNarrow,PrA,O60.1,O60.1
Birth classified as narrow,ICD10,Preterm labor with preterm delivery- unspecified trimester,"","",narrow,P,BirthNarrow,PrA,O60.10,O60.10
Birth classified as narrow,ICD10,Preterm premature rupture of membranes- onset of labor more than 24 hours following rupture,"","",narrow,P,BirthNarrow,PrA,O42.11,O42.11
