event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Birth classified as narrow,MTHICD9,767.7,Phrenic nerve paralysis due to birth trauma,C0270109,Phrenic nerve paralysis as birth trauma,exclude,P,BirthNarrow,PrA,767.7
Birth classified as narrow,MTHICD9,770.4,Primary atelectasis of newborn,C0270163,Primary atelectasis- in perinatal period,exclude,P,BirthNarrow,PrA,770.4
Birth classified as narrow,MTHICD9,772.1,Intraventricular hemorrhage from any perinatal cause,C0270191,Perinatal intraventricular hemorrhage,exclude,P,BirthNarrow,PrA,772.1
Birth classified as narrow,MTHICD9,772.6,Superficial hematoma in fetus or newborn,C0270200,Superficial hematoma in fetus OR newborn,exclude,P,BirthNarrow,PrA,772.6
Birth classified as narrow,MTHICD9,777.6,Meconium peritonitis,C0270250,Meconium peritonitis,exclude,P,BirthNarrow,PrA,777.6
Birth classified as narrow,MTHICD9,779.2,CNS dysfunction in newborn NOS,C0270266,Central nervous system dysfunction in newborn,exclude,P,BirthNarrow,PrA,779.2
Birth classified as narrow,MTHICD9,671.8,Hemorrhoids in pregnancy and the puerperium,C0342033,Hemorrhoids in pregnancy and the puerperium,"",P,BirthNarrow,PrA,671.8
Birth classified as narrow,MTHICD9,760.76,DES affecting fetus or newborn via placenta or breast milk,C0375539,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk,exclude,P,BirthNarrow,PrA,760.76
Birth classified as narrow,MTHICD9,675.14,Abscess of breast- postpartum,C0405309,Obstetric breast abscess - delivered,"",P,BirthNarrow,PrA,675.14
Birth classified as narrow,MTHICD9,760.2,Fetus or newborn affected by maternal infectious disease- but fetus or newborn not manifesting that disease,C0411178,Fetal or neonatal effect of maternal infection,exclude,P,BirthNarrow,PrA,760.2
Birth classified as narrow,MTHICD9,770.3,Pulmonary hemorrhage of fetus or newborn,C0475713,Perinatal pulmonary hemorrhage,exclude,P,BirthNarrow,PrA,770.3
Birth classified as narrow,MTHICD9,770.88,Hypoxia NOS of newborn,C0520599,Hypoxia- in liveborn infant,exclude,P,BirthNarrow,PrA,770.88
Birth classified as narrow,MTHICD9,767.0,Subdural and cerebral hemorrhage due to birth trauma,C0836917,Subdural and cerebral hemorrhage due to birth trauma,exclude,P,BirthNarrow,PrA,767.0
Birth classified as narrow,MTHICD9,767.9,Birth injury NOS,C0005604,Birth Injuries,exclude,P,BirthNarrow,PrA,767.9
Birth classified as narrow,RCD2,L3410,2nd degree perineal tear unsp.,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,L3410
Birth classified as narrow,RCD2,L341z,Second degr.perineal tear NOS,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,L341z
Birth classified as narrow,RCD2,L3420,3rd degree perineal tear unsp.,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,L3420
Birth classified as narrow,RCD2,L342z,Third degree perineal tear NOS,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,L342z
Birth classified as narrow,RCD2,Qyu45,[X]O inf spcf-perinatal period,C0158950,Other infections specific to the perinatal period,exclude,P,BirthNarrow,PrA,Qyu45
Birth classified as narrow,RCD2,Q43..,Other perinatal jaundice,C0158968,Other perinatal jaundice,exclude,P,BirthNarrow,PrA,Q43..
Birth classified as narrow,RCD2,Q434.,Perinatal jaundice-liver damag,C0158976,Perinatal jaundice due to hepatocellular damage,exclude,P,BirthNarrow,PrA,Q434.
Birth classified as narrow,RCD2,Q434z,Perinatal jaund.-liver dam.NOS,C0158976,Perinatal jaundice due to hepatocellular damage,exclude,P,BirthNarrow,PrA,Q434z
Birth classified as narrow,RCD2,Q465.,Perinatal intestin.perforation,C0159006,Perinatal intestinal perforation,exclude,P,BirthNarrow,PrA,Q465.
Birth classified as narrow,RCD2,Qyu72,[X]Oth sp perinat dig sys dis,C0159007,Other specified perinatal digestive system disorders,exclude,P,BirthNarrow,PrA,Qyu72
Birth classified as narrow,RCD2,QyuA3,[X]Ot sp cond orig perinat per,C0159027,Other specified conditions originating in the perinatal period,exclude,P,BirthNarrow,PrA,QyuA3
Birth classified as narrow,RCD2,L3...,Labour-delivery complications,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,L3...
Birth classified as narrow,RCD2,L3z..,Labour-delivery complic.NOS,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,L3z..
Birth classified as narrow,RCD2,L39z0,Labour-deliv.complic.unspecif.,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,L39z0
Birth classified as narrow,RCD2,Lyu4.,[X]Complicatns-labour+delivery,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,Lyu4.
Birth classified as narrow,RCD2,L41zz,Obst.venous complications NOS,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,L41zz
Birth classified as narrow,RCD2,L41z0,Obst.venous complic. unspecif.,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,L41z0
Birth classified as narrow,RCD2,L41z.,Obst.venous complications NOS,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,L41z.
Birth classified as narrow,RCD2,L1865,Cardiomyopathy in puerperium,C0269972,Postpartum cardiomyopathy,"",P,BirthNarrow,PrA,L1865
Birth classified as narrow,RCD2,Qz...,Perinatal conditions NOS,C0270075,Perinatal disorder,exclude,P,BirthNarrow,PrA,Qz...
Birth classified as narrow,RCD2,Q201.,Birth scalp injuries,C0270089,Birth injury to scalp,exclude,P,BirthNarrow,PrA,Q201.
Birth classified as narrow,RCD2,Q201z,Birth scalp injury NOS,C0270089,Birth injury to scalp,exclude,P,BirthNarrow,PrA,Q201z
Birth classified as narrow,RCD2,Q202.,Birth fracture of clavicle,C0270094,Fracture of clavicle due to birth trauma,exclude,P,BirthNarrow,PrA,Q202.
Birth classified as narrow,RCD2,Q2072,Birth peripheral nerve injury,C0270102,Peripheral nerve injury due to birth trauma,exclude,P,BirthNarrow,PrA,Q2072
Birth classified as narrow,RCD2,Q3121,Perinatal pneumomediastinum,C0270157,Perinatal pneumomediastinum,exclude,P,BirthNarrow,PrA,Q3121
Birth classified as narrow,RCD2,Q3122,Perinatal pneumopericardium,C0270158,Perinatal pneumopericardium,exclude,P,BirthNarrow,PrA,Q3122
Birth classified as narrow,RCD2,Q3120,Perinatal pneumothorax,C0270159,Perinatal pneumothorax,exclude,P,BirthNarrow,PrA,Q3120
Birth classified as narrow,RCD2,Q314.,Primary atelectasis,C0270163,Primary atelectasis- in perinatal period,exclude,P,BirthNarrow,PrA,Q314.
Birth classified as narrow,RCD2,Q411.,Perinatal intraventric. h-ge,C0270191,Perinatal intraventricular hemorrhage,exclude,P,BirthNarrow,PrA,Q411.
Birth classified as narrow,RCD2,Q482.,CNS dysfunction in newborn NOS,C0270266,Central nervous system dysfunction in newborn,exclude,P,BirthNarrow,PrA,Q482.
Birth classified as narrow,RCD2,L4160,Obstetric haemorrhoids unspec.,C0342033,Hemorrhoids in pregnancy and the puerperium,"",P,BirthNarrow,PrA,L4160
Birth classified as narrow,RCD2,L416.,Obstetric haemorrhoids,C0342033,Hemorrhoids in pregnancy and the puerperium,"",P,BirthNarrow,PrA,L416.
Birth classified as narrow,RCD2,L416z,Obstetric haemorrhoids NOS,C0342033,Hemorrhoids in pregnancy and the puerperium,"",P,BirthNarrow,PrA,L416z
Birth classified as narrow,RCD2,L2341,Mixed feto-pelvic dispr-deliv.,C0405018,Mixed feto-pelvic disproportion - delivered,exclude,P,BirthNarrow,PrA,L2341
Birth classified as narrow,RCD2,L4511,Obst.breast abscess-delivered,C0405309,Obstetric breast abscess - delivered,"",P,BirthNarrow,PrA,L4511
Birth classified as narrow,RCD2,Q4162,Perinatal cutaneous ecchymoses,C0410993,Ecchymoses in fetus OR newborn,exclude,P,BirthNarrow,PrA,Q4162
Birth classified as narrow,RCD2,Q4161,Perinatal cutaneous bruising,C0410993,Ecchymoses in fetus OR newborn,exclude,P,BirthNarrow,PrA,Q4161
Birth classified as narrow,RCD2,Q4163,Perinatal cutaneous petechiae,C0410994,Petechiae in fetus OR newborn,exclude,P,BirthNarrow,PrA,Q4163
Birth classified as narrow,RCD2,Q203z,Birth skeleton injury NOS,C0411062,Birth injury to skeleton- unspecified,exclude,P,BirthNarrow,PrA,Q203z
Birth classified as narrow,RCD2,Q204z,Birth spine-cord injury NOS,C0411063,Birth injury to spine and spinal cord,exclude,P,BirthNarrow,PrA,Q204z
Birth classified as narrow,RCD2,Q204.,Birth spine-spinal cord injury,C0411063,Birth injury to spine and spinal cord,exclude,P,BirthNarrow,PrA,Q204.
Birth classified as narrow,RCD2,Q002.,Fetus+maternal infections,C0411178,Fetal or neonatal effect of maternal infection,exclude,P,BirthNarrow,PrA,Q002.
Birth classified as narrow,RCD2,Q317.,Perinatal chronic resp.disease,C0456017,Chronic respiratory disease in perinatal period,exclude,P,BirthNarrow,PrA,Q317.
Birth classified as narrow,RCD2,Q317z,Perinatal chronic resp.dis.NOS,C0456017,Chronic respiratory disease in perinatal period,exclude,P,BirthNarrow,PrA,Q317z
Birth classified as narrow,RCD2,Q488.,Neonatal cerebral ischaemia,C0475601,Neonatal cerebral ischemia,exclude,P,BirthNarrow,PrA,Q488.
Birth classified as narrow,RCD2,Q313z,Perinatal pulmonary h-ge NOS,C0475713,Perinatal pulmonary hemorrhage,exclude,P,BirthNarrow,PrA,Q313z
Birth classified as narrow,RCD2,Q313.,Perinatal pulmon. haemorrhage,C0475713,Perinatal pulmonary hemorrhage,exclude,P,BirthNarrow,PrA,Q313.
Birth classified as narrow,RCD2,Qyu25,[X]Other specfd birth injuries,C0477903,Other specified birth injuries,exclude,P,BirthNarrow,PrA,Qyu25
Birth classified as narrow,RCD2,Q20y.,Other specified birth trauma,C0477903,Other specified birth injuries,exclude,P,BirthNarrow,PrA,Q20y.
Birth classified as narrow,RCD2,Q4z..,Other perinatal conditions NOS,C0701826,Perinatal death,exclude,P,BirthNarrow,PrA,Q4z..
Birth classified as narrow,RCD2,Q200.,Birth cerebral haemorrhage,C0836917,Subdural and cerebral hemorrhage due to birth trauma,exclude,P,BirthNarrow,PrA,Q200.
Birth classified as narrow,RCD2,Q20..,Birth trauma,C0005604,Birth Injuries,exclude,P,BirthNarrow,PrA,Q20..
Birth classified as narrow,RCD2,Q20z.,Birth injury NOS,C0005604,Birth Injuries,exclude,P,BirthNarrow,PrA,Q20z.
Birth classified as narrow,SCTSPA,123139003,laceración obstétrica- segundo grado,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,123139003
Birth classified as narrow,SCTSPA,199924000,desgarro perineal de segundo grado durante el parto- no especificado,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,199924000
Birth classified as narrow,SCTSPA,199927007,desgarro perineal de segundo grado durante el parto- SAI,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,199927007
Birth classified as narrow,SCTSPA,6234006,laceración perineal de segundo grado,C0269870,Second degree perineal laceration,"",P,BirthNarrow,PrA,6234006
Birth classified as narrow,SCTSPA,9107002,laceración perineal que compromete músculos perineales,C0269872,second-degree perineal laceration during delivery involving perineal muscles,"",P,BirthNarrow,PrA,9107002
Birth classified as narrow,SCTSPA,10217006,laceración perineal de tercer grado,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,10217006
Birth classified as narrow,SCTSPA,123191003,laceración obstétrica- tercer grado,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,123191003
Birth classified as narrow,SCTSPA,199929005,desgarro perineal de tercer grado durante el parto- no especificado,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,199929005
Birth classified as narrow,SCTSPA,199932008,desgarro perineal de tercer grado durante el parto- SAI,C0269874,Third degree perineal laceration,"",P,BirthNarrow,PrA,199932008
Birth classified as narrow,SCTSPA,289084000,dificultad para amamantar,C1998999,Difficulty performing breast-feeding,"",P,BirthNarrow,PrA,289084000
Birth classified as narrow,SCTSPA,287985008,asfixia neonatal grave- puntaje de Apgar 0-3,C0158931,Severe birth asphyxia- APGAR 0-3,exclude,P,BirthNarrow,PrA,287985008
Birth classified as narrow,SCTSPA,57284007,asfixia neonatal severa,C0158931,Severe birth asphyxia- APGAR 0-3,exclude,P,BirthNarrow,PrA,57284007
Birth classified as narrow,SCTSPA,206651002,[X]otras infecciones específicas del período perinatal,C0158950,Other infections specific to the perinatal period,exclude,P,BirthNarrow,PrA,206651002
Birth classified as narrow,SCTSPA,206437008,otra ictericia perinatal,C0158968,Other perinatal jaundice,exclude,P,BirthNarrow,PrA,206437008
Birth classified as narrow,SCTSPA,10877007,ictericia perinatal por daño hepatocelular,C0158976,Perinatal jaundice due to hepatocellular damage,exclude,P,BirthNarrow,PrA,10877007
Birth classified as narrow,SCTSPA,206467002,ictericia perinatal por daño hepatocelular- SAI,C0158976,Perinatal jaundice due to hepatocellular damage,exclude,P,BirthNarrow,PrA,206467002
Birth classified as narrow,SCTSPA,65390006,perforación intestinal perinatal,C0159006,Perinatal intestinal perforation,exclude,P,BirthNarrow,PrA,65390006
Birth classified as narrow,SCTSPA,206691004,[X]otros trastornos especificados del aparato digeestivo perinatal,C0159007,Other specified perinatal digestive system disorders,exclude,P,BirthNarrow,PrA,206691004
Birth classified as narrow,SCTSPA,206703004,[X]otras enfermedades especificadas que se originan durante el período perinatal,C0159027,Other specified conditions originating in the perinatal period,exclude,P,BirthNarrow,PrA,206703004
Birth classified as narrow,SCTSPA,95634003,paro respiratorio neonatal,C0235065,Neonatal respiratory arrest,exclude,P,BirthNarrow,PrA,95634003
Birth classified as narrow,SCTSPA,156261009,complicaciones del trabajo de parto y parto- SAI,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,156261009
Birth classified as narrow,SCTSPA,199745000,complicaciones durante el trabajo de parto y el parto,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,199745000
Birth classified as narrow,SCTSPA,200166006,complicaciones del trabajo de parto y parto- SAI,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,200166006
Birth classified as narrow,SCTSPA,200167002,complicaciones del trabajo de parto y parto- SAI- no especificadas,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,200167002
Birth classified as narrow,SCTSPA,200172006,complicaciones del trabajo de parto y parto- SAI,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,200172006
Birth classified as narrow,SCTSPA,200176009,complicaciones del trabajo de parto y parto- SAI,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,200176009
Birth classified as narrow,SCTSPA,200523005,(X)complicaciones del trabajo de parto y parto,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,200523005
Birth classified as narrow,SCTSPA,27541007,complicación del trabajo de parto Y-O del parto,C0269815,Complication of labor and delivery- unspecified,"",P,BirthNarrow,PrA,27541007
Birth classified as narrow,SCTSPA,79839005,laceración perineal que compromete la vulva,C0269869,Perineal laceration involving vulva,"",P,BirthNarrow,PrA,79839005
Birth classified as narrow,SCTSPA,200268001,complicaciones venosas en el embarazo y el puerperio- SAI,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,200268001
Birth classified as narrow,SCTSPA,200269009,complicaciones venosas en el embarazo y el puerperio- SAI- no especificadas,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,200269009
Birth classified as narrow,SCTSPA,200276004,complicación venosa del embarazo y el puerperio- SAI,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,200276004
Birth classified as narrow,SCTSPA,267280004,complicación venosa de embarazo y-o puerperio,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,267280004
Birth classified as narrow,SCTSPA,57718004,complicación venosa en el embarazo o puerperio,C0269945,Venous complication in pregnancy AND-OR the puerperium,"",P,BirthNarrow,PrA,57718004
